key,x,y,z,yaw,pitch,roll
x50,2.06352,2.52498,0.363441,1.67735,-1.20694,0.0884555
x51,2.03486,2.52419,0.368145,1.63547,-1.20887,0.146952
x52,2.00232,2.52638,0.379541,1.56907,-1.21167,0.228703
x53,1.97956,2.53042,0.391953,1.47811,-1.21298,0.327586
x54,1.96425,2.53461,0.404802,1.40289,-1.21397,0.4069
x55,1.95054,2.53969,0.417878,1.35146,-1.21496,0.461992
x56,1.94366,2.54332,0.4263,1.31119,-1.21691,0.506618
x57,1.91646,2.5615,0.461617,1.19731,-1.21695,0.630095
x58,1.90927,2.56901,0.475372,1.1303,-1.21404,0.697885
x59,1.89914,2.58173,0.496887,1.03948,-1.20746,0.787967
x60,1.89289,2.59297,0.516566,0.947607,-1.19864,0.877298
x61,1.88795,2.60689,0.540404,0.858157,-1.1862,0.963705
x62,1.8867,2.61875,0.55972,0.784286,-1.17632,1.03393
x63,1.88943,2.63126,0.578007,0.722044,-1.16966,1.09323
x64,1.89495,2.64247,0.591753,0.667561,-1.16017,1.14231
x65,1.90533,2.65453,0.607849,0.636413,-1.16071,1.1679
x66,1.91811,2.66396,0.621043,0.605498,-1.15902,1.19057
x67,1.93419,2.67352,0.634051,0.568777,-1.14923,1.21452
x68,1.95252,2.68304,0.647055,0.539221,-1.14511,1.22884
x69,1.97419,2.69293,0.65984,0.503722,-1.1296,1.24621
x70,1.99448,2.70037,0.670584,0.485258,-1.14012,1.24854
x71,2.01803,2.70819,0.682963,0.4586,-1.13754,1.25729
x72,2.09492,2.7286,0.719635,0.376909,-1.13657,1.28505
x73,2.1701,2.73944,0.734037,0.298155,-1.14962,1.31632
x74,2.25231,2.7388,0.73817,0.228438,-1.14686,1.33187
x75,2.3474,2.7249,0.741565,0.189336,-1.17531,1.31482
x76,2.3924,2.71581,0.745735,0.173455,-1.18996,1.30599
x77,2.43399,2.70438,0.753761,0.164162,-1.21135,1.29127
x78,2.47131,2.69255,0.764113,0.144561,-1.22641,1.28824
x79,2.49791,2.68397,0.772293,0.131356,-1.24026,1.2879
x80,2.52753,2.67374,0.781189,0.111357,-1.2592,1.28982
x81,2.5546,2.66395,0.789916,0.0990853,-1.27745,1.28904
x82,2.57559,2.65594,0.797556,0.0906917,-1.30654,1.28615
x83,2.60591,2.64459,0.80933,0.0671452,-1.321,1.29447
x84,2.62649,2.63655,0.818672,0.0441185,-1.34797,1.30198
x85,2.65464,2.62495,0.833766,0.0172524,-1.36196,1.31276
x86,2.68264,2.6132,0.85323,-0.0155973,-1.37797,1.33084
x87,2.71424,2.61578,0.851125,-0.052649,-1.38908,1.35409
x88,2.72883,2.60872,0.868243,-0.0898366,-1.41016,1.38109
x89,2.74868,2.59967,0.892147,-0.145598,-1.43087,1.42864
x90,2.76673,2.59108,0.916303,-0.221151,-1.44302,1.49814
x91,2.77904,2.58383,0.936539,-0.303089,-1.47722,1.57527
x92,2.78856,2.57729,0.957064,-0.463574,-1.5218,1.73466
x93,2.79461,2.57172,0.97845,-1.09613,-1.54971,2.36823
x94,2.79842,2.56779,0.999532,-2.59626,-1.54131,-2.41315
x95,2.80039,2.56602,1.0241,-2.97278,-1.50847,-2.0341
x96,2.79465,2.56889,1.0733,-3.07275,-1.45476,-1.92639
x97,2.75914,2.58276,1.14254,-3.01607,-1.37575,-1.96136
x98,2.67629,2.61129,1.18863,-2.85758,-1.31929,-2.07293
x99,2.56362,2.64863,1.14949,-2.93482,-1.21604,-1.91563
x100,2.53024,2.65634,1.12588,-2.91893,-1.22402,-1.90024
x101,2.51553,2.65911,1.11368,-2.86779,-1.2487,-1.93094
x102,2.49341,2.66442,1.09552,-2.82274,-1.2687,-1.95166
x103,2.47118,2.66958,1.07563,-2.79105,-1.28568,-1.96416
x104,2.44882,2.67507,1.05291,-2.78511,-1.29474,-1.94591
x105,2.43121,2.67804,1.03252,-2.77012,-1.31104,-1.93569
x106,2.41295,2.67894,1.00713,-2.74859,-1.3294,-1.93188
x107,2.39442,2.6803,0.977448,-2.75216,-1.33895,-1.9063
x108,2.37978,2.68029,0.947581,-2.73137,-1.36206,-1.90415
x109,2.36979,2.68018,0.92254,-2.7278,-1.38063,-1.88699
x110,2.35972,2.67925,0.893568,-2.72142,-1.40215,-1.87455
x111,2.34927,2.67729,0.860096,-2.7248,-1.42195,-1.85501
x112,2.34002,2.67497,0.829741,-2.71495,-1.4501,-1.85036
x113,2.3293,2.6715,0.799464,-2.7853,-1.46123,-1.76742
x114,2.31925,2.66749,0.770007,-2.85952,-1.47947,-1.67841
x115,2.31109,2.6639,0.742607,-2.98205,-1.49022,-1.54245
x116,2.30437,2.65851,0.71452,-3.1188,-1.48676,-1.39538
x117,2.30102,2.65338,0.695083,2.97465,-1.51389,-1.1934
x118,2.29834,2.64707,0.672769,2.82474,-1.51618,-1.03558
x119,2.29905,2.64166,0.649393,2.69112,-1.51735,-0.896157
x120,2.30891,2.63435,0.604648,2.42615,-1.51576,-0.625179
x121,2.32252,2.62426,0.55364,2.21011,-1.50661,-0.411308
x122,2.329,2.60953,0.501174,1.74656,-1.49279,0.050548
x123,2.33718,2.59476,0.445246,1.7741,-1.46441,0.025594
x124,2.35563,2.57627,0.375716,1.65815,-1.43116,0.139308
x125,2.3647,2.5683,0.3574,1.6489,-1.42019,0.143943
x126,2.37222,2.56166,0.343087,1.66993,-1.41215,0.118395
x127,2.38311,2.55277,0.323392,1.65924,-1.40053,0.124045
x128,2.3965,2.54312,0.301983,1.6903,-1.38911,0.0866588
x129,2.47251,2.50933,0.243298,1.76568,-1.33091,-0.0116412
x130,2.54921,2.50402,0.224402,1.6851,-1.29844,0.0260666
x131,2.5779,2.50506,0.224644,1.65374,-1.29142,0.0354133
x132,2.60324,2.50834,0.227884,1.61817,-1.28798,0.04805
x133,2.62373,2.5118,0.230457,1.59717,-1.28787,0.0517696
x134,2.64081,2.51538,0.233003,1.55634,-1.28761,0.0734735
x135,2.67068,2.52207,0.236771,1.53688,-1.28982,0.072747
x136,2.70033,2.53073,0.242,1.47496,-1.28947,0.104607
x137,2.73156,2.54261,0.249058,1.40362,-1.28812,0.143552
x138,2.75499,2.55159,0.256278,1.33169,-1.28804,0.18078
x139,2.7919,2.56796,0.267014,1.272,-1.29081,0.207424
x140,2.81971,2.58104,0.276749,1.20095,-1.29376,0.244676
x141,2.85099,2.59644,0.288828,1.12299,-1.29652,0.28943
x142,2.87337,2.60821,0.297326,1.00278,-1.29341,0.374671
x143,2.90804,2.62772,0.308286,0.929682,-1.29831,0.415763
x144,2.93364,2.64189,0.315227,0.828172,-1.29453,0.483989
x145,2.96214,2.6574,0.322901,0.751049,-1.29283,0.530231
x146,2.9831,2.66898,0.328982,0.677814,-1.28785,0.57309
x147,3.01133,2.68526,0.339352,0.597306,-1.28013,0.62405
x148,3.03422,2.69925,0.351373,0.529972,-1.27266,0.663138
x149,3.05595,2.71417,0.366976,0.466219,-1.26719,0.70335
x150,3.07533,2.72895,0.383792,0.400328,-1.26009,0.746445
x151,3.09489,2.74442,0.402809,0.356951,-1.2613,0.772104
x152,3.11058,2.75848,0.420788,0.289153,-1.25284,0.820598
x153,3.12771,2.77436,0.440045,0.235122,-1.25158,0.857882
