key,x,y,z,yaw,pitch,roll
x369,2.26628,2.26827,0.58434,1.04268,-1.29732,0.51511
x370,2.24597,2.27261,0.58078,1.02849,-1.29295,0.528866
x371,2.22637,2.27753,0.577558,1.0175,-1.2896,0.539291
x372,2.20654,2.28315,0.574765,1.00074,-1.28581,0.555289
x373,2.18738,2.28933,0.572842,0.981125,-1.2822,0.574373
x374,2.16856,2.29625,0.572056,0.960217,-1.2792,0.595389
x375,2.15094,2.3037,0.57273,0.940569,-1.27748,0.616193
x376,2.13405,2.31196,0.574972,0.919519,-1.27745,0.638879
x377,2.11447,2.3231,0.5793,0.887532,-1.27912,0.672426
x378,2.09993,2.33249,0.583419,0.857556,-1.28095,0.703407
x379,2.07013,2.35476,0.592514,0.776809,-1.28288,0.786266
x380,2.0421,2.37931,0.596841,0.67927,-1.27365,0.88711
x381,2.0148,2.40836,0.593585,0.587587,-1.25096,0.988667
x382,1.99192,2.44167,0.592679,0.517763,-1.22955,1.07645
x383,1.98454,2.45542,0.595494,0.492942,-1.22334,1.10916
x384,1.97782,2.46987,0.601151,0.466827,-1.21859,1.14327
x385,1.97169,2.48509,0.61038,0.437851,-1.21545,1.18006
x386,1.96607,2.50093,0.622974,0.403187,-1.2132,1.22218
x387,1.95598,2.53532,0.657979,0.312942,-1.20612,1.32767
x388,1.95338,2.54687,0.672262,0.28077,-1.20202,1.365
x389,1.95152,2.55731,0.686521,0.252372,-1.19703,1.39823
x390,1.95043,2.56679,0.70083,0.228521,-1.19097,1.42675
x391,1.9504,2.57499,0.71446,0.209113,-1.18579,1.45041
x392,1.95173,2.58231,0.727744,0.190844,-1.18336,1.47238
x393,1.95445,2.58859,0.740127,0.173263,-1.18404,1.4927
x394,1.95872,2.5941,0.751887,0.154747,-1.18813,1.5128
x395,1.96449,2.59868,0.762551,0.134776,-1.19575,1.53287
x396,1.9717,2.60261,0.772322,0.11158,-1.20452,1.55508
x397,1.97979,2.60585,0.780607,0.0861357,-1.21235,1.57888
x398,1.98886,2.60856,0.78737,0.0582471,-1.22083,1.6042
x399,1.99847,2.6107,0.79213,0.0290491,-1.23105,1.62975
x400,2.00878,2.61236,0.794792,-0.00259237,-1.24473,1.65633
x401,2.01907,2.61335,0.796539,-0.0323592,-1.25943,1.6814
